card_identifier;name;rarity;magic_ink_colors;got_normal;got_foil
1;Koda;Rare;Ambre;3;0
2;Nala;"Peu commune";Ambre;6;0
3;"Prince Naveen";Légendaire;Ambre;0;0
4;Truc;Commune;Ambre;12;3
5;Kenaï;Commune;Ambre;13;2
6;"Vanellope von Schweetz";Commune;Ambre;13;1
7;Muche;Commune;Ambre;14;1
8;Lilo;Commune;Ambre;16;1
9;"Vanellope von Schweetz";Commune;Ambre;14;0
10;"Félix Fixe Junior";Commune;Ambre;17;1
11;Gazelle;Commune;Ambre;15;1
12;"Félix Fixe Junior";"Peu commune";Ambre;7;1
13;Kristoff;Rare;Ambre;8;0
14;"Mirabel Madrigal";Légendaire;Ambre;0;0
15;Minnie;"Super rare";Ambre;4;0
16;Daisy;"Super rare";Ambre;0;0
17;"Félix Fixe Junior";Commune;Ambre;13;1
18;Vaiana;Rare;Ambre;5;0
19;"Vanellope von Schweetz";Rare;Ambre;4;0
20;"Adam de la Halle";"Peu commune";Ambre;8;2
21;"Ralph la Casse";Rare;Ambre;5;0
22;"Belle Marianne";"Peu commune";Ambre;12;1
23;Sven;"Peu commune";Ambre;8;1
24;Minnie;Commune;Ambre;14;2
25;"Try Everything";"Peu commune";Ambre;8;1
26;"Toucher guérisseur";Commune;Ambre;13;0
27;Ranimer;Rare;Ambre;8;1
28;"Un mirage à deux visages";"Super rare";Ambre;3;0
29;"Invitation au bal";"Peu commune";Ambre;14;0
30;"Philtre de guérison";Commune;Ambre;15;0
31;"Cœur du détecteur de la Reine";Rare;Ambre;4;0
32;"Chromicône d'Ambre";"Peu commune";Ambre;11;1
33;"Tour de Raiponce";"Peu commune";Ambre;11;0
34;"La Terre des Lions";Rare;Ambre;4;0
35;Maléfique;"Super rare";Améthyste;4;0
36;Nokk;Commune;Améthyste;17;1
37;"Big Ben";Commune;Améthyste;14;1
38;Merlin;Commune;Améthyste;15;1
39;Archimède;Commune;Améthyste;14;0
40;Bruni;"Peu commune";Améthyste;8;0
41;"Géant de la Terre";Commune;Améthyste;14;2
42;"Courant d’Air";Commune;Améthyste;14;3
43;"Le lapin blanc";Commune;Améthyste;13;1
44;"Madame Mime";"Super rare";Améthyste;1;0
45;"Luisa Madrigal";Rare;Améthyste;4;0
46;Anna;Rare;Améthyste;3;0
47;Archimède;"Peu commune";Améthyste;12;0
48;Elsa;"Super rare";Améthyste;0;0
49;Génie;Légendaire;Améthyste;0;0
50;Olaf;Rare;Améthyste;5;0
51;Maléfique;"Peu commune";Améthyste;6;1
52;Monstro;"Peu commune";Améthyste;7;2
53;"Miss Tick";Rare;Améthyste;5;0
54;Maléfique;Commune;Améthyste;14;0
55;Rafiki;Rare;Améthyste;6;0
56;Anna;Commune;Améthyste;14;0
57;"Le Roi de Cœur";"Peu commune";Améthyste;13;1
58;"Camilo Madrigal";Légendaire;Améthyste;0;0
59;"Force hypnotique";Commune;Améthyste;14;1
60;"Qui trouve, garde";"Peu commune";Améthyste;3;0
61;L'explorateur;Rare;Améthyste;4;1
62;"Rassembler Connaissance et Sagesse";Commune;Améthyste;8;2
63;"Assistance magique";"Peu commune";Améthyste;12;1
64;Rétrosphère;Commune;Améthyste;15;1
65;"Moitié de la Couronne d'Hexasort";Rare;Améthyste;5;1
66;"Chromicône d'Améthyste";"Peu commune";Améthyste;4;0
67;"Palais de Glace d'Elsa";Rare;Améthyste;2;0
68;"La Bibliothèque";"Peu commune";Améthyste;0;0
69;"Robin des Bois";Rare;Émeraude;5;0
70;Shenzi;"Peu commune";Émeraude;12;1
71;"Petit Jean";"Peu commune";Émeraude;11;1
72;Zazu;Commune;Émeraude;13;2
73;Ulf;Commune;Émeraude;17;2
74;Ed;Commune;Émeraude;16;1
75;Flora;Commune;Émeraude;15;0
76;Pimprenelle;Commune;Émeraude;14;1
77;"Robin des Bois";Commune;Émeraude;14;0
78;Pâquerette;Commune;Émeraude;15;2
79;Iago;Rare;Émeraude;4;0
80;Banzaï;Rare;Émeraude;0;0
81;Ed;"Peu commune";Émeraude;10;1
82;Scroop;"Super rare";Émeraude;3;0
83;"Prince Philippe";"Super rare";Émeraude;5;0
84;Clarabelle;Légendaire;Émeraude;0;0
85;Anna;Légendaire;Émeraude;0;0
86;Clarabelle;Commune;Émeraude;0;0
87;Banzaï;Commune;Émeraude;16;0
88;"Robin des Bois";"Peu commune";Émeraude;9;0
89;"Mère Gothel";"Peu commune";Émeraude;14;2
90;Clarabelle;"Peu commune";Émeraude;7;0
91;Shenzi;Rare;Émeraude;3;0
92;"Mère Gothel";"Super rare";Émeraude;0;0
93;Scar;Rare;Émeraude;5;0
94;"Déduction sous hypnose";Commune;Émeraude;13;0
95;"Rage du Hurleur nocturne";Commune;Émeraude;13;3
96;"Pour les hommes";"Peu commune";Émeraude;3;0
97;"N'oublie pas qui tu es";Rare;Émeraude;4;0
98;"Miroir du Prince Jean";Rare;Émeraude;6;0
99;Obscurosphère;Commune;Émeraude;13;2
100;"Chromicône d'Émeraude";"Peu commune";Émeraude;8;0
101;"Forêt de Sherwood";Rare;Émeraude;5;0
102;"Forêt tropicale";"Peu commune";Émeraude;7;0
103;"Taffyta Crème Brûlée";"Peu commune";Rubis;11;0
104;"Ralph la Casse";Rare;Rubis;5;0
105;Maximus;"Super rare";Rubis;3;0
106;"Turbo le Pilote";"Peu commune";Rubis;10;0
107;Donald;Légendaire;Rubis;0;0
108;"Jean-Hubert Lingot";Commune;Rubis;14;2
109;Scar;"Peu commune";Rubis;5;2
