card_identifier;name;rarity;magic_ink_colors;got_normal;got_foil
1;Loulou;"Peu commune";Ambre;8;0
2;Fifi;Commune;Ambre;14;0
3;Riri;"Peu commune";Ambre;9;0
4;Dingo;Légendaire;Ambre;0;0
5;"Antonio Madrigal";Rare;"Ambre, Améthyste";4;2
6;Minnie;Rare;"Ambre, Rubis";4;0
7;"Ludwig von Drake";Rare;"Ambre, Saphir";5;1
8;"Charlotte Lebœuf";Commune;Ambre;13;1
9;Tiana;Rare;Ambre;2;0
10;"Mirabel Madrigal";Commune;Ambre;13;1
11;Lady;Rare;Ambre;4;0
12;"Jim Chéri";Commune;Ambre;13;0
13;Gene;Commune;Ambre;11;2
14;Perdita;Commune;Ambre;12;1
15;Rhino;Commune;Ambre;12;0
16;Darling;Commune;Ambre;15;0
17;"Le Colonel";Rare;Ambre;2;0
18;"Chef Bogo";Légendaire;Ambre;0;0
19;Pua;"Peu commune";"Ambre, Améthyste";9;0
20;"Bruno Madrigal";"Super rare";"Ambre, Améthyste";5;1
21;Kaa;"Peu commune";"Ambre, Émeraude";10;1
22;Clochard;"Super rare";"Ambre, Émeraude";4;1
23;"Sa Sucrerie";"Peu commune";"Ambre, Rubis";7;1
24;"Ralph la Casse";"Super rare";"Ambre, Rubis";4;0
25;Patch;"Peu commune";"Ambre, Saphir";8;1
26;Rolly;"Peu commune";"Ambre, Saphir";7;0
27;Perdita;"Super rare";"Ambre, Saphir";1;0
28;Pluto;"Peu commune";"Ambre, Acier";9;0
29;Volt;Rare;"Ambre, Acier";5;0
30;Rhino;"Super rare";"Ambre, Acier";0;0
31;"Jaguar d’Antonio";Commune;Ambre;11;0
32;Calhoun;Commune;Ambre;14;2
33;Lady;Rare;"Ambre, Émeraude";1;0
34;"Alma Madrigal";"Peu commune";"Ambre, Améthyste";8;0
35;Clawhauser;Rare;Ambre;3;0
36;"Joey le pigeon";Commune;Ambre;13;3
37;Donald;"Super rare";Ambre;3;0
38;"Chiot Dalmatien";Commune;Ambre;11;1
39;"Dérapage sucré";"Peu commune";"Ambre, Rubis";7;0
40;"C’est ta maîtresse";"Peu commune";"Ambre, Acier";7;2
41;"Qu’une toute petite place";"Peu commune";"Ambre, Émeraude";8;0
42;"Sans aucun souci";Rare;Ambre;3;0
43;"Je travaillerai sans trêve";"Peu commune";Ambre;9;2
44;"La tirelire des neveux";"Peu commune";Ambre;8;0
45;"Garde du palais";Commune;Améthyste;11;0
46;Druun;"Peu commune";Améthyste;11;1
47;"Madame Médusa";"Peu commune";"Améthyste, Rubis";6;0
48;Hadès;"Super rare";"Améthyste, Rubis";5;0
49;"Lena de Sortilège";"Peu commune";"Améthyste, Acier";9;0
50;Abu;"Peu commune";"Améthyste, Acier";9;1
51;"Bruno Madrigal";Commune;Améthyste;14;1
52;"Garde royal";Commune;Améthyste;12;0
53;Kuzco;Commune;Améthyste;12;1
54;Mégara;Commune;Améthyste;11;1
55;Yelena;Commune;Améthyste;12;1
56;Ryder;Commune;Améthyste;12;2
57;Bambi;Commune;Améthyste;13;1
58;"Poe De Sortilège";Commune;Améthyste;14;1
59;"Madame Mime";"Peu commune";Améthyste;8;2
60;Elsa;Rare;Améthyste;4;0
61;Pinocchio;Légendaire;Améthyste;0;0
62;"Jiminy Cricket";Rare;Améthyste;3;0
63;Bambi;Légendaire;Améthyste;0;0
64;Monstro;Rare;Améthyste;0;0
65;Néron;Commune;Améthyste;13;1
66;"Miss Tick";"Peu commune";"Améthyste, Émeraude";9;1
67;Kuzco;Rare;"Améthyste, Émeraude";4;0
68;Yzma;"Super rare";"Améthyste, Émeraude";2;0
69;"Madame Mime";"Peu commune";"Améthyste, Rubis";7;0
70;"Mère Gothel";Rare;"Améthyste, Rubis";3;1
71;"La Fée Bleue";"Peu commune";"Améthyste, Saphir";10;2
72;Anna;Rare;"Améthyste, Saphir";6;0
73;"Le Sultan";Rare;"Améthyste, Acier";6;0
74;Jafar;"Super rare";"Améthyste, Acier";7;0
75;"Camilo Madrigal";Commune;Améthyste;14;0
76;Fleur;Rare;Améthyste;3;0
77;"Duel en Forêt";"Peu commune";Améthyste;10;0
78;"Jamais plus des enfants";"Peu commune";Améthyste;7;1
79;"Miraculeux et merveilleux";Rare;Améthyste;5;0
80;"Abaisse le levier !";"Peu commune";"Améthyste, Émeraude";8;0
81;"Dans un autre monde";"Super rare";"Améthyste, Saphir";3;0
82;"Tout le monde a une faiblesse";Rare;Améthyste;4;0
83;Scarabée;Commune;Améthyste;13;1
84;"Pics de glace";"Peu commune";"Améthyste, Saphir";9;0
85;"Wilhelmina Placard";Commune;Émeraude;12;2
86;Basil;Rare;Émeraude;3;1
87;Clochard;Commune;Émeraude;13;2
88;Chaca;Commune;Émeraude;11;2
89;Tipo;Commune;Émeraude;13;1
90;"Bill le Lézard";Commune;Émeraude;13;0
91;"Le Lièvre de Mars";Commune;Émeraude;12;0
92;Fred;Commune;Émeraude;15;0
93;Truffe;Commune;Émeraude;12;2
94;Tac;Commune;Émeraude;12;0
95;Louis;"Peu commune";Émeraude;6;0
96;Napoléon;"Peu commune";Émeraude;9;0
97;Tic;"Peu commune";Émeraude;10;1
98;Fred;Rare;Émeraude;4;0
99;Gadget;Rare;Émeraude;4;1
100;Raya;Légendaire;Émeraude;0;0
101;Raiponce;Légendaire;Émeraude;0;0
102;"Flynn Rider";"Super rare";Émeraude;5;0
103;"Le Loir";"Peu commune";"Émeraude, Rubis";10;2
104;Alice;Rare;"Émeraude, Rubis";3;0
105;"La Reine de Cœur";"Super rare";"Émeraude, Rubis";1;0
106;"Hiro Hamada";"Peu commune";"Émeraude, Saphir";9;0
107;"Go Go Tomago";"Super rare";"Émeraude, Saphir";3;0
108;"Don Carnage";"Peu commune";"Émeraude, Acier";8;1
109;"Capitaine Crochet";Rare;"Émeraude, Acier";5;0
110;Maui;"Super rare";"Émeraude, Acier";3;2
111;"Honey Lemon";Rare;"Émeraude, Saphir";4;0
112;Jock;Commune;Émeraude;13;0
113;Archimède;Rare;Émeraude;7;1
114;"Qui prend son avion de chassage";Commune;Émeraude;12;1
115;"Foudroyant d'un éclair ces brutes";"Peu commune";Émeraude;8;2
116;"Pas ce levier-là !";Rare;Émeraude;3;0
117;Bousillage;"Peu commune";"Émeraude, Rubis";10;1
118;"Sur la planche !";"Peu commune";"Émeraude, Acier";8;0
119;Nano-sac;Commune;Émeraude;12;1
120;"Collier incrusté";"Peu commune";"Émeraude, Saphir";12;2
121;"Arnold Trufforange";Commune;Rubis;13;0
122;"Grand Coquin";"Peu commune";Rubis;8;0
123;"Géo Trouvetou";Rare;"Rubis, Saphir";4;2
124;"Vanellope von Schweetz";Commune;Rubis;13;0
125;Brutus;Commune;Rubis;13;0
126;Dodo;Commune;Rubis;13;1
127;Alice;Commune;Rubis;12;2
128;Lumière;Commune;Rubis;11;0
129;Gaston;Commune;Rubis;13;0
130;Mushu;Commune;Rubis;12;1
131;Cri-Kee;Commune;Rubis;13;0
132;Lafayette;Commune;Rubis;11;3
133;Figaro;"Peu commune";Rubis;10;4
134;Panpan;"Peu commune";Rubis;10;1
135;"Ralph la Casse";Rare;Rubis;5;0
136;"La Fée Clochette";Légendaire;Rubis;0;0
137;Lilo;Légendaire;Rubis;0;0
138;"Le Fou";"Peu commune";"Rubis, Saphir";5;0
139;Lumière;"Super rare";"Rubis, Saphir";5;0
140;"Le Cocher";"Peu commune";"Rubis, Acier";8;0
141;Mulan;"Super rare";"Rubis, Acier";2;0
142;Mushu;Rare;"Rubis, Acier";3;0
143;"Mr. Snoops";Commune;Rubis;12;1
144;"Monsieur Hibou";Commune;Rubis;17;2
145;Féline;Rare;Rubis;3;0
146;"Prince Jean";Rare;Rubis;5;0
147;"Il n'est rien de plus beau !";Rare;Rubis;4;0
148;"Allez-vous-en !";"Peu commune";"Rubis, Saphir";7;0
149;"Mettre le feu aux poudres";"Peu commune";"Rubis, Acier";8;1
150;Batifolage;"Peu commune";Rubis;9;0
151;"Tout le monde est fou ici";Rare;Rubis;3;1
152;"L’épée de Shan-Yu";Rare;Rubis;5;0
153;"La Reine Moustoria";Commune;Saphir;13;2
154;"Seigneur Pélinore";"Peu commune";Saphir;6;1
155;"Anita Radcliffe";Commune;Saphir;12;1
156;Olaf;Commune;Saphir;12;1
157;Anna;Commune;Saphir;11;0
158;Wasabi;Commune;Saphir;12;1
159;"Go Go Tomago";Commune;Saphir;12;3
160;"Madame De Garderobe";Commune;Saphir;13;1
161;"Madame Samovar";Commune;Saphir;13;0
162;Jasmine;Commune;Saphir;12;0
163;"Soeur de Bobby";Commune;Saphir;13;0
164;"Adélaïde De Bonnefamille";Commune;Saphir;12;2
165;Nani;Rare;Saphir;4;1
166;Stitch;Légendaire;Saphir;0;0
167;Ratigan;Légendaire;Saphir;0;0
168;Arthur;"Peu commune";"Saphir, Acier";6;0
169;Bernard;"Peu commune";"Saphir, Acier";8;0
170;Aladdin;Rare;"Saphir, Acier";3;0
171;Jasmine;"Super rare";"Saphir, Acier";2;0
172;Roquefort;"Peu commune";Saphir;10;0
173;"Jumba Jookiba";"Peu commune";Saphir;10;2
174;Geppetto;Rare;Saphir;4;0
175;"Nous sommes là pour vous aider";Rare;Saphir;4;0
176;"Entraînement au bond";"Peu commune";Saphir;7;0
177;"La Nouvelle-Orléans";"Super rare";Saphir;1;0
178;"Poste de télévision";Commune;Saphir;12;1
179;"Le livre préféré de Belle";Rare;Saphir;2;0
180;"Cristal atlante";Rare;Saphir;4;0
181;Atitaya;"Peu commune";Acier;9;0
182;"Bobby le pigeon";Commune;Acier;12;0
183;"Tapis Volant";Commune;Acier;12;1
184;"Prince Achmed";Commune;Acier;12;1
185;Nazo;Commune;Acier;14;1
186;"Capitaine Crochet";Commune;Acier;12;1
187;"Général Li";Commune;Acier;13;0
188;"Jack le Costaud";Commune;Acier;13;0
189;Génie;Commune;Acier;13;1
190;"Toby la Tortue";Commune;Acier;13;2
191;Arianna;Commune;Acier;12;1
192;Ruzor;"Peu commune";Acier;10;0
193;Khan;Commune;Acier;14;2
194;"Vinnie le pigeon";Rare;Acier;4;0
195;Iago;Rare;Acier;3;1
196;"Nathaniel Flint";Rare;Acier;3;0
197;"Vincenzo Santorini";Rare;Acier;5;1
198;Namaari;Légendaire;Acier;2;1
199;"Mickey Mouse";Légendaire;Acier;0;0
200;Stitch;Rare;Acier;3;0
201;"Plan désespéré";Rare;Acier;3;0
202;"Beyond the Horizon";"Peu commune";Acier;4;0
203;"Tir rapide";"Peu commune";Acier;7;1
204;"Boule de hamster";Commune;Acier;12;1
205;Lady;Enchantée;"Ambre, Émeraude";0;0
206;"Ralph la Casse";Enchantée;"Ambre, Rubis";0;0
207;Perdita;Enchantée;"Ambre, Saphir";0;0
208;"Sans aucun souci";Enchantée;Ambre;0;0
209;Bambi;Enchantée;Améthyste;0;0
210;Kuzco;Enchantée;"Améthyste, Émeraude";0;0
211;"Mère Gothel";Enchantée;"Améthyste, Rubis";0;0
212;"Miraculeux et merveilleux";Enchantée;Améthyste;0;0
213;"Dans un autre monde";Enchantée;"Améthyste, Saphir";0;0
214;Raiponce;Enchantée;Émeraude;0;0
215;"Capitaine Crochet";Enchantée;"Émeraude, Acier";0;0
216;"Pas ce levier-là !";Enchantée;Émeraude;0;0
217;Lilo;Enchantée;Rubis;0;0
218;Mushu;Enchantée;"Rubis, Acier";0;0
219;"L’épée de Shan-Yu";Enchantée;Rubis;0;0
220;Stitch;Enchantée;Saphir;0;0
221;Jasmine;Enchantée;"Saphir, Acier";0;0
222;"Plan désespéré";Enchantée;Acier;0;0
33;Jafar;Enchantée;"Améthyste, Acier";0;0
223;Dingo;Légendaire;Ambre;0;0
224;Pinocchio;Légendaire;Améthyste;0;0
